,complaint_type,month,hour,noise_count
820,Loud Music/Party,11,04,133
821,Loud Music/Party,11,05,27
822,Loud Music/Party,11,06,28
823,Loud Music/Party,11,07,29
824,Loud Music/Party,11,08,55
825,Loud Music/Party,11,09,43
826,Loud Music/Party,11,10,58
827,Loud Music/Party,11,11,48
828,Loud Music/Party,11,12,59
829,Loud Music/Party,11,13,68
830,Loud Music/Party,11,14,83
831,Loud Music/Party,11,15,85
832,Loud Music/Party,11,16,70
833,Loud Music/Party,11,17,123
834,Loud Music/Party,11,18,152
835,Loud Music/Party,11,19,183
836,Loud Music/Party,11,20,208
837,Loud Music/Party,11,21,262
838,Loud Music/Party,11,22,524
839,Loud Music/Party,11,23,578
840,Loud Music/Party,12,00,421
841,Loud Music/Party,12,01,342
842,Loud Music/Party,12,02,189
843,Loud Music/Party,12,03,133
844,Loud Music/Party,12,04,92
845,Loud Music/Party,12,05,66
846,Loud Music/Party,12,06,48
847,Loud Music/Party,12,07,23
848,Loud Music/Party,12,08,43
849,Loud Music/Party,12,09,43
850,Loud Music/Party,12,10,50
851,Loud Music/Party,12,11,49
852,Loud Music/Party,12,12,58
853,Loud Music/Party,12,13,64
854,Loud Music/Party,12,14,68
855,Loud Music/Party,12,15,76
856,Loud Music/Party,12,16,87
857,Loud Music/Party,12,17,112
858,Loud Music/Party,12,18,134
859,Loud Music/Party,12,19,166
860,Loud Music/Party,12,20,174
861,Loud Music/Party,12,21,238
862,Loud Music/Party,12,22,404
863,Loud Music/Party,12,23,551
864,Loud Talking,1,00,53
865,Loud Talking,1,01,30
866,Loud Talking,1,02,24
867,Loud Talking,1,03,10
868,Loud Talking,1,04,13
869,Loud Talking,1,05,10
870,Loud Talking,1,06,5
871,Loud Talking,1,07,6
872,Loud Talking,1,08,8
873,Loud Talking,1,09,12
874,Loud Talking,1,10,17
875,Loud Talking,1,11,20
876,Loud Talking,1,12,10
877,Loud Talking,1,13,9
878,Loud Talking,1,14,7
879,Loud Talking,1,15,13
880,Loud Talking,1,16,17
881,Loud Talking,1,17,19
882,Loud Talking,1,18,20
883,Loud Talking,1,19,11
884,Loud Talking,1,20,22
885,Loud Talking,1,21,31
886,Loud Talking,1,22,45
887,Loud Talking,1,23,41
888,Loud Talking,2,00,46
889,Loud Talking,2,01,24
890,Loud Talking,2,02,20
891,Loud Talking,2,03,16
892,Loud Talking,2,04,8
893,Loud Talking,2,05,7
894,Loud Talking,2,06,5
895,Loud Talking,2,07,4
896,Loud Talking,2,08,8
897,Loud Talking,2,09,7
898,Loud Talking,2,10,7
899,Loud Talking,2,11,15
900,Loud Talking,2,12,11
901,Loud Talking,2,13,7
902,Loud Talking,2,14,12
903,Loud Talking,2,15,17
904,Loud Talking,2,16,10
905,Loud Talking,2,17,11
906,Loud Talking,2,18,16
907,Loud Talking,2,19,26
908,Loud Talking,2,20,14
909,Loud Talking,2,21,17
910,Loud Talking,2,22,37
911,Loud Talking,2,23,41
912,Loud Talking,3,00,68
913,Loud Talking,3,01,37
914,Loud Talking,3,02,21
915,Loud Talking,3,03,25
916,Loud Talking,3,04,10
917,Loud Talking,3,05,13
918,Loud Talking,3,06,5
919,Loud Talking,3,07,2
920,Loud Talking,3,08,5
921,Loud Talking,3,09,8
922,Loud Talking,3,10,20
923,Loud Talking,3,11,19
924,Loud Talking,3,12,18
925,Loud Talking,3,13,17
926,Loud Talking,3,14,19
927,Loud Talking,3,15,31
928,Loud Talking,3,16,25
929,Loud Talking,3,17,19
930,Loud Talking,3,18,18
931,Loud Talking,3,19,12
932,Loud Talking,3,20,35
933,Loud Talking,3,21,34
934,Loud Talking,3,22,64
935,Loud Talking,3,23,84
936,Loud Talking,4,00,97
937,Loud Talking,4,01,47
938,Loud Talking,4,02,39
939,Loud Talking,4,03,24
940,Loud Talking,4,04,19
941,Loud Talking,4,05,7
942,Loud Talking,4,06,4
943,Loud Talking,4,07,12
944,Loud Talking,4,08,6
945,Loud Talking,4,09,10
946,Loud Talking,4,10,20
947,Loud Talking,4,11,15
948,Loud Talking,4,12,19
949,Loud Talking,4,13,15
950,Loud Talking,4,14,11
951,Loud Talking,4,15,21
952,Loud Talking,4,16,28
953,Loud Talking,4,17,27
954,Loud Talking,4,18,27
955,Loud Talking,4,19,34
956,Loud Talking,4,20,35
957,Loud Talking,4,21,41
958,Loud Talking,4,22,69
959,Loud Talking,4,23,102
960,Loud Talking,5,00,118
961,Loud Talking,5,01,97
962,Loud Talking,5,02,43
963,Loud Talking,5,03,25
964,Loud Talking,5,04,24
965,Loud Talking,5,05,10
966,Loud Talking,5,06,16
967,Loud Talking,5,07,7
968,Loud Talking,5,08,19
969,Loud Talking,5,09,14
970,Loud Talking,5,10,11
971,Loud Talking,5,11,27
972,Loud Talking,5,12,28
973,Loud Talking,5,13,19
974,Loud Talking,5,14,18
975,Loud Talking,5,15,29
976,Loud Talking,5,16,20
977,Loud Talking,5,17,27
978,Loud Talking,5,18,29
979,Loud Talking,5,19,29
980,Loud Talking,5,20,49
981,Loud Talking,5,21,78
982,Loud Talking,5,22,98
983,Loud Talking,5,23,127
984,Loud Talking,6,00,130
985,Loud Talking,6,01,83
986,Loud Talking,6,02,46
987,Loud Talking,6,03,34
988,Loud Talking,6,04,15
989,Loud Talking,6,05,10
990,Loud Talking,6,06,7
991,Loud Talking,6,07,8
992,Loud Talking,6,08,17
993,Loud Talking,6,09,15
994,Loud Talking,6,10,15
995,Loud Talking,6,11,28
996,Loud Talking,6,12,22
997,Loud Talking,6,13,34
998,Loud Talking,6,14,31
999,Loud Talking,6,15,38
1000,Loud Talking,6,16,34
1001,Loud Talking,6,17,27
1002,Loud Talking,6,18,25
1003,Loud Talking,6,19,44
1004,Loud Talking,6,20,42
1005,Loud Talking,6,21,79
1006,Loud Talking,6,22,140
1007,Loud Talking,6,23,143
1008,Loud Talking,7,00,86
1009,Loud Talking,7,01,63
1010,Loud Talking,7,02,51
1011,Loud Talking,7,03,27
1012,Loud Talking,7,04,13
1013,Loud Talking,7,05,10
1014,Loud Talking,7,06,11
1015,Loud Talking,7,07,8
1016,Loud Talking,7,08,17
1017,Loud Talking,7,09,32
1018,Loud Talking,7,10,30
1019,Loud Talking,7,11,18
1020,Loud Talking,7,12,13
1021,Loud Talking,7,13,18
1022,Loud Talking,7,14,25
1023,Loud Talking,7,15,38
1024,Loud Talking,7,16,33
1025,Loud Talking,7,17,27
1026,Loud Talking,7,18,36
1027,Loud Talking,7,19,26
1028,Loud Talking,7,20,49
1029,Loud Talking,7,21,86
1030,Loud Talking,7,22,84
1031,Loud Talking,7,23,107
1032,Loud Talking,8,00,75
1033,Loud Talking,8,01,58
1034,Loud Talking,8,02,47
1035,Loud Talking,8,03,34
1036,Loud Talking,8,04,18
1037,Loud Talking,8,05,8
1038,Loud Talking,8,06,11
1039,Loud Talking,8,07,9
1040,Loud Talking,8,08,17
1041,Loud Talking,8,09,40
1042,Loud Talking,8,10,29
1043,Loud Talking,8,11,20
1044,Loud Talking,8,12,14
1045,Loud Talking,8,13,20
1046,Loud Talking,8,14,23
1047,Loud Talking,8,15,21
1048,Loud Talking,8,16,25
1049,Loud Talking,8,17,26
1050,Loud Talking,8,18,20
1051,Loud Talking,8,19,34
1052,Loud Talking,8,20,50
1053,Loud Talking,8,21,46
1054,Loud Talking,8,22,80
1055,Loud Talking,8,23,91
1056,Loud Talking,9,00,78
1057,Loud Talking,9,01,53
1058,Loud Talking,9,02,50
1059,Loud Talking,9,03,17
1060,Loud Talking,9,04,18
1061,Loud Talking,9,05,18
1062,Loud Talking,9,06,18
1063,Loud Talking,9,07,11
1064,Loud Talking,9,08,18
1065,Loud Talking,9,09,32
1066,Loud Talking,9,10,33
1067,Loud Talking,9,11,32
1068,Loud Talking,9,12,21
1069,Loud Talking,9,13,17
1070,Loud Talking,9,14,20
1071,Loud Talking,9,15,20
1072,Loud Talking,9,16,21
1073,Loud Talking,9,17,24
1074,Loud Talking,9,18,38
1075,Loud Talking,9,19,49
1076,Loud Talking,9,20,49
1077,Loud Talking,9,21,61
1078,Loud Talking,9,22,122
1079,Loud Talking,9,23,92
1080,Loud Talking,10,00,102
1081,Loud Talking,10,01,75
1082,Loud Talking,10,02,52
1083,Loud Talking,10,03,40
1084,Loud Talking,10,04,22
1085,Loud Talking,10,05,8
1086,Loud Talking,10,06,12
1087,Loud Talking,10,07,61
1088,Loud Talking,10,08,21
1089,Loud Talking,10,09,16
1090,Loud Talking,10,10,24
1091,Loud Talking,10,11,15
1092,Loud Talking,10,12,25
1093,Loud Talking,10,13,23
1094,Loud Talking,10,14,30
1095,Loud Talking,10,15,33
1096,Loud Talking,10,16,38
1097,Loud Talking,10,17,19
1098,Loud Talking,10,18,44
1099,Loud Talking,10,19,31
1100,Loud Talking,10,20,53
1101,Loud Talking,10,21,52
1102,Loud Talking,10,22,98
1103,Loud Talking,10,23,114
1104,Loud Talking,11,00,45
1105,Loud Talking,11,01,48
1106,Loud Talking,11,02,28
1107,Loud Talking,11,03,18
1108,Loud Talking,11,04,14
1109,Loud Talking,11,05,7
1110,Loud Talking,11,06,8
1111,Loud Talking,11,07,24
1112,Loud Talking,11,08,7
1113,Loud Talking,11,09,15
1114,Loud Talking,11,10,12
1115,Loud Talking,11,11,24
1116,Loud Talking,11,12,21
1117,Loud Talking,11,13,23
1118,Loud Talking,11,14,14
1119,Loud Talking,11,15,21
1120,Loud Talking,11,16,26
1121,Loud Talking,11,17,25
1122,Loud Talking,11,18,25
1123,Loud Talking,11,19,20
1124,Loud Talking,11,20,22
1125,Loud Talking,11,21,46
1126,Loud Talking,11,22,51
1127,Loud Talking,11,23,63
1128,Loud Talking,12,00,48
1129,Loud Talking,12,01,47
1130,Loud Talking,12,02,38
1131,Loud Talking,12,03,19
1132,Loud Talking,12,04,10
1133,Loud Talking,12,05,13
1134,Loud Talking,12,06,8
1135,Loud Talking,12,07,8
1136,Loud Talking,12,08,10
1137,Loud Talking,12,09,6
1138,Loud Talking,12,10,12
1139,Loud Talking,12,11,15
1140,Loud Talking,12,12,14
1141,Loud Talking,12,13,15
1142,Loud Talking,12,14,15
1143,Loud Talking,12,15,14
1144,Loud Talking,12,16,17
1145,Loud Talking,12,17,6
1146,Loud Talking,12,18,14
1147,Loud Talking,12,19,17
1148,Loud Talking,12,20,20
1149,Loud Talking,12,21,24
1150,Loud Talking,12,22,37
1151,Loud Talking,12,23,75
